date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:53:45	91838/91838	---M-Z	200	added ('OK')	text/html	etag:%22166be-68e3bd43-8ef09570bbc74e3;gz%22	https://construz.pixcelsthemes.com/demo/index.html	C:/Users/Administrator/Desktop/MiracleV2/construz.pixcelsthemes.com/demo/index.html	(from )
09:53:46	1903/1903	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-2e5b85ec0972969b;gz%22	https://construz.pixcelsthemes.com/robots.txt		(from )
09:53:47	270/270	---M--	200	added ('OK')	image/png	etag:%2210e-68e3bd43-8ab60c4ce1910dd0;;;%22	https://construz.pixcelsthemes.com/demo/assets/img/favicons/favicon.png	C:/Users/Administrator/Desktop/MiracleV2/construz.pixcelsthemes.com/demo/assets/img/favicons/favicon.png	(from https://construz.pixcelsthemes.com/demo/index.html)
09:53:47	194246/194246	---M-Z	200	added ('OK')	text/css	etag:%222f6c6-68e3bd43-afc09a96b3b8816d;gz%22	https://construz.pixcelsthemes.com/demo/assets/css/bootstrap.min.css	C:/Users/Administrator/Desktop/MiracleV2/construz.pixcelsthemes.com/demo/assets/css/bootstrap.min.css	(from https://construz.pixcelsthemes.com/demo/index.html)
09:53:47	146717/146717	---M-Z	200	added ('OK')	text/css	etag:%2223d1d-68e3bd43-70309fb9087775e0;gz%22	https://construz.pixcelsthemes.com/demo/assets/fonts/remixicon.css	C:/Users/Administrator/Desktop/MiracleV2/construz.pixcelsthemes.com/demo/assets/fonts/remixicon.css	(from https://construz.pixcelsthemes.com/demo/index.html)
09:53:48	5272/5272	---M-Z	200	added ('OK')	text/css	etag:%221498-68e3bd43-391543b6285013c3;gz%22	https://construz.pixcelsthemes.com/demo/assets/css/magnific-popup.min.css	C:/Users/Administrator/Desktop/MiracleV2/construz.pixcelsthemes.com/demo/assets/css/magnific-popup.min.css	(from https://construz.pixcelsthemes.com/demo/index.html)
09:53:48	1240/1240	---M-Z	200	added ('OK')	text/css	etag:%224d8-68e3bd43-9cdc15f414822f19;gz%22	https://construz.pixcelsthemes.com/demo/assets/css/slick.min.css	C:/Users/Administrator/Desktop/MiracleV2/construz.pixcelsthemes.com/demo/assets/css/slick.min.css	(from https://construz.pixcelsthemes.com/demo/index.html)
09:53:48	3090/3090	---M-Z	200	added ('OK')	text/css	etag:%22c12-68e3bd43-a13788c6e52167f5;gz%22	https://construz.pixcelsthemes.com/demo/assets/css/nice-select.min.css	C:/Users/Administrator/Desktop/MiracleV2/construz.pixcelsthemes.com/demo/assets/css/nice-select.min.css	(from https://construz.pixcelsthemes.com/demo/index.html)
09:53:49	349133/349133	---M-Z	200	added ('OK')	text/css	etag:%22553cd-68e3bd43-831d9bcf2ec7a5d1;gz%22	https://construz.pixcelsthemes.com/demo/assets/css/style.css	C:/Users/Administrator/Desktop/MiracleV2/construz.pixcelsthemes.com/demo/assets/css/style.css	(from https://construz.pixcelsthemes.com/demo/index.html)
09:53:49	2914/2914	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b62-68e3bd43-7ac52fcb137c14a4;gz%22	https://construz.pixcelsthemes.com/demo/assets/img/logo.svg	C:/Users/Administrator/Desktop/MiracleV2/construz.pixcelsthemes.com/demo/assets/img/logo.svg	(from https://construz.pixcelsthemes.com/demo/index.html)
